episode,title,beach,bridge,building,bushes,clouds,fence,flowers,fog,framed,grass,lake,mountain,night,ocean,path,river,rocks,snow,sun,tree,waterfall
S20E06,Cliffside,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
S20E07,Autumn Fantasy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
S20E08,The Old Oak Tree,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
S20E09,Winter'S Paradise,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
S20E10,Days Gone By,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
S20E11,Change Of Seasons,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
S20E12,Hidden Delight,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
S20E13,Double Take,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
S21E01,Valley View,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S21E02,Tranquil Dawn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
S21E03,Royal Majesty,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
S21E04,Serenity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
S21E05,Cabin At Trail'S End,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
S21E06,Mountain Rhapsody,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
S21E07,Wilderness Cabin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
S21E08,By The Sea,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
S21E09,Indian Summer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S21E10,Blue Winter,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
S21E11,Desert Glow,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
S21E12,Lone Mountain,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
S21E13,Florida'S Glory,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
S22E01,Autumn Images,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
S22E02,Hint Of Springtime,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
S22E03,Around The Bend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
S22E04,Countryside Oval,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
S22E05,Russet Winter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
S22E06,Purple Haze,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
S22E07,Dimensions,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
S22E08,Deep Wilderness Home,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
S22E09,Haven In The Valley,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
S22E10,Wintertime Blues,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
S22E11,Pastel Seascape,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
S22E12,Country Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
S22E13,Silent Forest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
S23E01,Frosty Winter Morn,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
S23E02,Forest Edge,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
S23E03,Mountain Ridge Lake,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
S23E04,Reflections Of Gold,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
S23E05,Quiet Cove,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
S23E06,River'S Peace,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
S23E07,At Dawn'S Light,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
S23E08,Valley Waterfall,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
S23E09,Toward Day'S End,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
S23E10,Falls In The Glen,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
S23E11,Frozen Beauty In Vignette,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
S23E12,Crimson Tide,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
S23E13,Winter Bliss,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
S24E01,Gray Mountain,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
S24E02,Wayside Pond,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S24E03,Teton Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
S24E04,Little Home In The Meadow,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
S24E05,A Pretty Autumn Day,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
S24E06,Mirrored Images,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
S24E07,Back Country,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
S24E08,Graceful Waterfall,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
S24E09,Icy Lake,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
S24E10,Rowboat On The Beach,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
S24E11,Portrait Of Winter,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
S24E12,The Footbridge,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
S24E13,Snowbound Cabin,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
S25E01,Hide-A-Way Cove,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S25E02,Enchanted Falls Oval,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
S25E03,Not Quite Spring,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
S25E04,Splashes Of Autumn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
S25E05,Summer In The Mountain,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S25E06,Oriental Falls,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
S25E07,Autumn Palette,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S25E08,Cypress Swamp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S25E09,Downstream View,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
S25E10,Just Before The Storm,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
S25E11,Fisherman'S Paradise,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
S25E12,Desert Hues,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S25E13,The Property Line,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
S26E01,In The Stillness Of Morning,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
S26E02,Delightful Meadow Home,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
S26E03,First Snow,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
S26E04,Lake In The Valley,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
S26E05,Trace Of Spring,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
S26E06,Arctic Winter Day,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
S26E07,Snow Birch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
S26E08,Early Autumn,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
S26E09,Tranquil Wooded Stream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
S26E10,Purple Mountain Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S26E11,Storm'S A Comin',1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
S26E12,Sunset Aglow,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S26E13,Evening At The Falls,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
S27E01,Twilight Beauty,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
S27E02,Angler'S Haven,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
S27E03,Rustic Winter Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
S27E04,Wilderness Falls,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
S27E05,Winter At The Farm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
S27E06,Daisies At Dawn,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
S27E07,Spectacular View,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
S27E08,Daybreak,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
S27E09,Island Paradise,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
S27E10,Sunlight In The Shadows,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
S27E11,Splendor Of A Snowy White,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
S27E12,Forest River,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
S27E13,Golden Glow Of Morning,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
S28E01,Fisherman'S Trail,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
S28E02,To A Warm Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
S28E03,Under Pastel Skies,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
S28E04,Golden Rays Of Sunlight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
S28E05,Magic Of Fall,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
S28E06,Glacier Lake,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
S28E07,The Old Weathered Barn,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
S28E08,Deep Forest Falls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
S28E09,Winter'S Grace,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
S28E10,Splendor Of Autumn,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
S28E11,Tranquil Seas,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
S28E12,Mountain Serenity,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
S28E13,Home Before Nightfall,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
S29E01,Island In The Wilderness,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S29E02,Autumn Oval,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
S29E03,Seasonal Progression,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
S29E04,Light At The Summit,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
S29E05,Countryside Barn,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
S29E06,Mountain Lake Falls,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
S29E07,Cypress Creek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
S29E08,Trapper'S Cabin,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S29E09,Storm On The Horizon,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
S29E10,Pot 'O Posies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S29E11,Perfect Winter'S Day,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
S29E12,Aurora'S Dance,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
S29E13,The Woodman'S Retreat,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S30E01,Babbling Brook,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
S30E02,Woodgrain View,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
S30E03,Winter'S Peace,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S30E04,Wilderness Trail,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
S30E05,Copper Winter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
S30E06,Misty Foothills,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S30E07,Through The Window,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
S30E08,Home In The Valley,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
S30E09,Mountains Of Grace,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
S30E10,Seaside Harmony,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
S30E11,Cold Spring Day,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S30E12,Evening'S Glow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
S30E13,Blue Ridge Falls,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
S31E01,Reflections Of Calm,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
S31E02,Before The Snowfall,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
S31E03,Winding Stream,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
S31E04,Tranquility Cove,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
S31E05,Cabin In The Hollow,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
S31E06,View From Clear Creek,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
S31E07,Bridge To Autumn,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
S31E08,Trail'S End,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
S31E09,Evergreen Valley,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
S31E10,Balmy Beach,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
S31E11,Lake At The Ridge,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
S31E12,In The Midst Of Winter,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
S31E13,Wilderness Day,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
